	dHEP_520_A_NT	dHEP_550_A_NT	F_F_158_NC_NT	dHEP_549_A_NT	F_F_503_A_NT	dHEP_165_NC_NT	F_F_595_A_NT	F_F_523_A_NT	F_F_157_NC_NT	dHEP_518_A_NT	dHEP_164_NC_NT	dHEP_155_NC_NT	F_F_159_NC_NT	F_F_581_A_NT
Fbxl15	2.12997082819	2.17038852174	1.67884017291	1.99983466847	1.6205052826	1.74607483115	2.01484511052	2.04653141334	1.61922645696	2.08025542843	1.71063582865	1.40295511729	1.10542906073	1.09673950742
Mfsd13a	1.37427076896	0.536360461939	1.64953645092	0.870672300062	1.80640424838	1.68667942238	0.643750958831	1.50869915236	1.00952259892	1.49773334843	1.11269060778	1.2497004165	1.26662132563	1.25345239744
Actr1a	6.16336810692	6.1041624115	5.73699929217	6.18111883112	5.91844833375	5.91911772985	6.26889154005	5.96605842919	5.66270659085	5.97643176907	6.05102425104	5.84032277164	5.94308218084	5.95018814681
Pitx3	-0.0205888483815	-0.0292367139148	-4.61725008978	0.798522514306	0.284867127805	0.62254908496	-1.67817713606	-2.73922836109	1.47249457526	-1.19258215243	0.515449777277	2.46429446728	1.4755682159	-0.727438779617
Sufu	2.21320833623	1.86606590742	2.32526441556	2.38348501503	2.0171713446	1.8449415063	2.48281474062	2.72674610342	2.27580266426	2.64260697782	1.88825904117	2.23602547961	1.65804626769	2.16418505934
Hexa	6.08638598951	6.11888391721	5.64366944389	6.03766201048	5.77257752196	5.74933176325	6.07448226522	6.32739904801	5.66270659085	5.92635892029	5.50034288489	5.72267856698	5.80154314385	6.51096595971
Arih1	6.20394884479	6.15583692396	5.98915512292	6.22134202548	6.23831262108	6.2567551047	6.3161763008	6.13912914925	6.38597068298	6.26461215114	6.24755195952	6.05608284439	6.2436038169	6.17374569765
Bbs4	1.56437365234	1.63068784449	2.12421689662	1.70294485432	1.48041793692	1.35951467913	1.45567861068	1.34823448016	1.35465808497	1.27872356649	1.9165480856	1.86162996482	2.19950712977	1.39967313829
Adpgk	4.21604549553	4.41701951597	3.96395049215	4.3491706505	4.11530566298	4.05793522963	4.55064155444	4.32901250023	4.12649872041	3.98823116515	4.36703867049	3.84820944906	4.17226229358	4.05530084319
Parp6	3.7441599023	3.51178243922	3.60675158442	3.71769143969	3.49557774409	3.81177464236	3.69492968276	3.52004412595	3.93449555351	3.9064069422	3.70982782244	3.71653681636	3.66161288271	3.85435644203
Limd1	5.93962765869	5.77914833674	5.47153814894	5.79040769557	5.7002681637	5.57109330177	5.74901929129	5.65051051759	5.6154525291	6.00351695209	5.73088943797	5.59458249648	5.70287317392	5.87090761829
Sacm1l	6.22522791847	6.12375789158	6.06662177885	6.33728350519	6.20488375225	6.27772741889	6.06104090984	6.06619308508	6.29692301068	6.14645803003	6.25033305926	6.31538327122	6.35353299399	5.98391121266
Fyco1	6.67516787688	6.4962057921	6.78199578636	6.33090341722	6.40681834544	6.54177358305	6.23334135463	6.47102411422	6.453810012	6.50209547156	6.54576321644	6.63876064803	6.39587222285	6.28848972654
Slc6a20b	0.779726283333	0.457014274969	1.65066019111	0.644874386429	1.21478026878	1.13397112066	0.824323204473	0.432618952486	1.52690045032	1.8256635565	1.4979578393	1.54503531424	1.15242385422	1.04700151997
Lztfl1	4.20392026214	3.82762949307	3.76325426634	3.86529617377	3.78558695493	3.87736298399	4.12602560569	3.69286249611	3.47022974742	3.99551660846	4.17549139479	3.98489558183	4.05582212473	3.68148756072
Tbl1x	6.02299545056	5.96262521664	6.00571685501	6.02783434958	6.493691457	5.94775231188	5.92256175542	6.06102444529	6.1365757931	6.03536191237	5.8271689872	5.97607925556	6.03943930289	6.10478501655
Zfhx4	5.21462761331	4.97616327383	6.10299416851	4.63982476829	5.7516836732	5.87162661444	4.22067614049	5.27535010384	5.9228972281	5.62061601391	5.49800464282	5.91945459489	5.69940723823	5.10545123455
Ribc1	0.178719959842	0.536360461939	0.740301914842	0.268007797608	0.540124183047	1.19286480972	0.437300081364	0.553553388141	0.844463352648	1.18087624309	1.01140727194	1.2497004165	0.491687881267	0.639343551055
Hsd17b10	7.25139285472	6.79807423003	6.18284089785	7.10136644749	7.30687690757	7.15227540061	6.65124549538	6.83176576766	6.88819492548	7.24318280149	6.59034598503	6.91677847644	6.85509261213	7.02428144347
Huwe1	8.79757905916	8.91690927775	8.81045559168	8.82501048929	9.0297009653	8.82682380532	8.81334196443	8.81967062006	9.01636038905	8.9245886697	8.86111090416	8.80732667427	8.86856089966	8.85128149526
Fam120c	3.39314562962	3.28690902838	3.33111714181	2.94474325516	3.52542767184	3.55920843672	3.02115238962	3.53897946614	3.40562282878	3.5911602124	3.34992244795	3.33556115316	3.28060555507	3.12519092772
Tsr2	2.99085378041	3.07992322505	3.22773806691	3.11808116495	3.12911021625	3.21477958615	3.12997906069	3.38766192098	3.04171877331	3.19159327542	3.12716694745	3.49745599974	3.00366186305	3.44290800082
Fgd1	-0.750447556053	-0.331107156461	0.473603340675	0.0566161788699	-0.549973005542	-2.09991693951	-0.271579999578	0.350947588703	-0.326117568351	-0.173041966037	-1.00229764335	-0.859981382465	-0.88579819011	0.413512045751
Gnl3l	4.53504554982	4.5668397098	4.83581472427	4.80985300003	4.77568566329	4.58658358767	4.6774186716	4.83517594794	4.92677370613	4.80100987546	4.80539771094	4.88560809379	4.76616491589	5.04561364584
Maged2	2.30133924651	2.91936413358	2.91413137074	2.43198353272	2.4789948599	2.319621952	1.97207682492	3.3080482668	1.73458573488	2.29050073427	2.36959891081	2.23602547961	1.98851947171	3.09287456825
Apex2	4.25800171464	4.10938118914	3.58761445414	4.4847788006	3.67984144828	4.18000002211	4.34345064359	4.06889922637	4.61730874428	3.85038048504	4.55485816184	3.76123528854	4.4649930146	3.93656491925
Alas2	6.57051650007	6.56325620341	5.11226869293	6.54115065692	6.7844250128	7.00099765198	6.4924712579	6.15176544022	6.98799035353	6.55826793157	6.98121499482	6.74081534165	7.090344222	6.38675287366
Pfkfb1	5.50520163879	5.46658634154	4.37992939116	5.64340769674	5.10868221903	5.81297239672	5.34295707703	5.42567856559	5.83761618725	5.77529907306	5.70032003534	5.4361650941	5.59881775597	5.33638202194
Tro	3.47718908191	2.91936413358	2.09699542789	3.41398710342	2.33224790281	3.22920665678	2.50062601673	2.21812910487	4.16131122175	3.44074336985	3.45404923261	2.46429446728	3.47961504897	2.23018261811
Abhd6	5.52258621717	5.7116908464	4.89252491455	5.65139209562	4.89862689283	4.71514607768	5.16172647987	5.27311682933	4.92160275063	5.65746258277	4.58098673996	4.8369295242	5.17600793405	5.43508505844
Flnb	7.72611207239	7.48520119991	7.22155989593	7.68648512629	7.42573811903	7.66130183642	7.82631084434	7.93266648077	7.47646712033	7.73896123509	7.90578411378	7.4617264144	7.49043499796	7.74637376115
Dnase1l3	5.43031689885	5.35343053883	5.91705279268	5.36330713309	4.99778235949	5.72917150449	5.1756522158	5.27980630828	5.37938517087	5.31521248777	5.62558169388	5.83579666584	5.80154314385	5.47275001235
Polr3a	5.12085605336	5.01515740544	4.74249947055	5.03078968358	4.62299245022	4.94228962061	5.07225071792	4.94025173842	5.00708355347	5.1697602109	5.19727381725	4.7625712941	4.99560193582	4.88105923556
Sat1	5.77815294337	5.94621005173	5.74578954048	5.67425217843	5.79317309002	5.64289773035	5.92256175542	6.03489978321	5.72932764193	5.75843758043	5.50965813947	5.5892143227	5.49668856233	6.0518485921
Acot9	1.79437925779	2.48677843309	2.39397716565	1.98170361245	2.53034316225	2.05388839657	2.36582832623	3.05258571007	2.10384998147	2.16816519134	2.06597163267	2.6198120449	1.65804626769	2.87638274836
Prdx4	5.58975249871	5.70303248559	5.87960368761	5.77403982911	5.2834120646	5.72408711142	5.66661191664	5.30188317428	5.68118319397	5.43942161525	5.95541381631	5.72022500339	6.01594662316	5.54328686261
Rps24	7.15531272208	7.49818399075	7.43909634764	7.4300074166	7.06125133905	7.43741795929	7.47057623624	7.15391539008	7.20727325408	6.98839386594	7.53745331362	7.39583916508	7.45065940883	7.38220220569
Ptprj	7.02715309934	6.80430110204	7.39611446098	7.13104685224	7.27468002476	7.16584811133	6.78330231123	7.18737007865	7.13842678906	7.15895944893	7.09462064019	7.37001166303	7.01216600652	7.04387692354
Banp	3.20751722415	3.51178243922	3.77935469141	3.09054912348	4.20411492993	4.49999590268	3.97526510255	3.27423389872	4.12649872041	3.22450317549	4.1578255205	3.53858824963	4.2214219062	3.72160123317
Car5a	5.68614633595	5.04711714684	5.08796757114	5.14898349409	5.39401196517	5.66892902024	4.31941636624	5.23387774498	5.37961145823	5.74899370939	5.082389794	5.15386637478	5.25457998257	5.04982864992
Itgb8	0.952444104018	1.30418701981	0.874603006553	0.870672300062	0.75693557212	1.46079801496	0.281180879447	-0.0167623366161	1.15762123791	0.392380348288	0.587599563033	0.731233327569	0.614544629053	0.516486803269
Sp4	3.4290947937	3.1148096557	3.66352068035	2.91399973173	3.26730875642	3.62800351505	2.46478081779	3.03160068495	3.36231165751	3.307988161	3.09423370307	3.30968252133	3.11357695099	2.93752304317
Atp10a	-0.13162016077	-0.149530947633	-0.224932666998	0.642403312389	-0.762438586973	0.436135960729	0.706486714179	-0.4173002662	1.00952259892	-0.259696348291	0.515449777277	0.651062978885	-0.476603259005	-0.331510103286
Ube3a	6.49306564976	6.616349672	6.34202741594	6.57043517323	6.43723375786	6.54321772235	6.45624918416	6.23518622872	6.58878756598	6.42279669009	6.65053417124	6.37586914181	6.60206968628	6.20764870782
Kdm5c	6.45754407593	6.616349672	6.39886174844	6.59726430606	6.64298656411	6.37986332452	7.08226560994	6.60994226977	6.66038028821	6.48561782717	6.61213114856	6.31212845869	6.38839028892	6.46498382614
Sbds	5.22029080033	5.29988688238	5.34997616906	5.28295813907	5.16829875059	5.16499475356	5.23537718983	5.11002034168	5.1332245836	5.29489250339	5.3554610289	5.12355075035	5.19336014544	5.16801692093
Rabgef1	3.95584268048	3.86218247293	4.19973353348	4.297755141	4.59041408111	4.14420900377	3.94955938836	3.86662150611	4.70996231706	4.356414851	4.16373821337	4.29985709148	4.42400107376	4.02181318788
Mettl7b	9.09517734151	9.08252494492	9.17807935658	9.07834140314	9.15254442958	9.1203404531	9.23811703679	9.23324890636	9.03533556605	9.13721418579	9.00925391884	9.15284330769	9.02972588463	9.28665512337
Itga7	3.47718908191	3.65333658343	3.87058994405	3.69799563835	3.24356015365	3.78272610985	3.54850264368	3.30953095083	3.34696369318	3.54274308335	3.59199133215	3.3982969085	3.46335915821	3.52845944494
Rdh5	3.78210222598	2.95611798226	3.8838705445	2.98982600211	3.38443382672	3.37048977131	3.31227354994	3.92286317711	3.57063402526	3.7704715446	3.36272721206	3.28797755924	3.85214580586	3.74292682741
Cd63	1.65447430686	2.5948173772	2.23873960753	2.29500452999	2.32864059969	1.46030888289	1.79806051966	3.46749299634	1.73222491772	1.90564138366	1.04357224771	2.19646658187	0.683531239244	4.44753944955
Ormdl2	4.56513042344	4.87534372101	4.66972344075	4.67304207522	4.47185834242	4.88430781771	5.04134098351	4.66890603468	4.92661884683	4.70342542618	5.01905945661	4.90059500477	4.84158781069	4.62644162988
Dnajc14	5.28746023143	5.54268274933	5.45865685764	5.52990073161	5.43835868673	5.31786807929	5.46879028867	5.46508845518	5.5195607335	5.30066924305	5.35070016717	5.5051441419	5.42019507089	5.4685925359
Mmp19	5.9344001232	6.10334012876	6.16176333743	6.21468667904	6.55852739048	5.85820652842	5.80977005776	6.34375092261	6.21733105035	6.31362623687	5.89070312345	6.04700711258	5.88321122161	6.03173107393
Dgka	3.34439853899	2.98511857906	2.95488166161	3.15336523167	3.20386882024	3.2089681179	2.91251802357	3.06151626285	3.16236377169	3.44285566165	3.1043527244	3.03448092537	3.34101999851	3.1512349421
Cdk2	3.43884277026	3.43019490472	3.38837445942	3.48466384939	3.02415777492	3.12504942549	2.9266849221	3.2009383894	3.34696369318	3.45127403734	3.41492290132	3.33556115316	3.32626427206	3.46342555952
Rps26	6.21269705448	6.72923703487	6.66297550769	6.62891826877	6.20691147678	6.71278663705	6.75863617992	6.19421444766	6.47784171994	5.91700635089	6.77890798959	6.5777808542	6.55454833226	6.61055392938
Pa2g4	5.99683822338	6.2103140827	5.88359178978	6.17578867096	5.76007755893	6.03039620603	6.42277715783	5.63841599731	5.87287176783	5.54888483397	6.07945265936	5.90224102703	5.99064786409	5.92020898932
Esyt1	4.29330192744	4.20035120883	4.5897642304	4.11674664043	4.64128359908	4.09779121844	4.40692643232	4.70537245262	4.02407090749	4.31665302212	4.12183126163	4.45547061689	4.08464317274	4.50643313861
Smarcc2	6.1648372466	6.13667522502	6.33476307511	5.90651075289	6.56129175055	6.1085613027	6.11840331441	6.25229348499	6.53393195297	6.38621936366	6.07632146976	6.11890139073	6.18409028034	6.12200747593
Chmp6	3.54193626322	3.6261151147	4.00113541248	3.6679384045	3.58333624987	3.69189713165	3.73309844443	3.57183874117	3.42212105275	3.3758922255	3.6266523396	3.74578163614	3.50366052293	4.33069539637
Baiap2	4.88451954189	4.59134969654	5.3001219897	5.12966913922	4.4676619295	5.07201041484	4.73873765046	4.00223862531	5.04562193955	4.9044922836	5.33987821269	5.5892143227	4.58291755244	4.87169105303
Rnf41	3.48661849483	3.74897186248	3.49649207627	3.67802722212	3.41281985877	3.71258128582	3.62357307689	3.74941517877	3.53477885352	3.41944859149	3.60942592549	3.67659807099	3.68282936862	3.52845944494
Nabp2	4.12840549519	4.34649782467	4.25002864993	4.1450248827	4.19794955713	4.42050530902	4.22593225671	4.02752579574	4.29592426018	4.04495375516	4.09732629812	4.19066494621	4.24918530857	4.36328096274
Aatk	4.48426691315	4.84457648444	2.06925043741	4.549293908	3.85030707026	4.04983017999	3.84189583392	3.72347838958	3.25128034512	4.17135346898	3.75752456447	3.47014719352	2.91272412117	4.32154991382
Tepsin	3.4290947937	2.93423741006	2.99008022397	2.94774852308	3.25548332102	3.36605752499	3.41399270787	3.19150897648	2.6948869966	3.33097980362	3.19004949048	2.7409484824	3.17476046744	3.12792151535
Cnpy2	5.42542225449	5.57838950693	5.63186336294	5.58592282999	5.41680704245	5.82251880072	5.68425378779	5.28202925947	5.34889114175	5.26535830841	5.72490314291	5.61056820066	5.66428206949	5.54328686261
Faap100	1.96599063586	2.46645844871	1.92190872133	2.1713317782	2.62529156631	2.34633929038	1.62763129347	2.07839489642	2.24301272914	2.35921348435	2.02446342476	2.85269684005	2.19950712977	2.14357477966
Atp5b	10.0831215058	10.0425967329	9.916977397	10.0817165554	9.93989342686	10.1213584099	10.0607013902	9.75375740722	9.82458561611	9.95247227893	9.98924605344	9.90120165254	10.1033160327	10.0284476117
Prim1	1.15526098702	1.15979711048	2.09699542789	1.06770914712	2.07213780382	1.46079801496	1.6596925027	1.88135804936	1.00952259892	0.557439594559	1.29613674887	1.71160452082	1.30361553311	1.53242834714
Hsd17b6	6.79061575296	5.80174869857	7.58120722988	6.49743905815	5.96769411768	7.10301006304	5.52339138418	5.74936698102	7.10173689531	6.93400031144	6.63317678288	5.66263528953	7.30574262427	6.1209271903
Nab2	3.29759406907	3.21565034521	2.7297067996	3.30896515164	3.02415777492	3.36892700346	3.46341914233	3.1146675112	3.9819668764	3.37854302099	3.1309143664	2.83883072593	3.85594901892	4.07720175774
Shmt2	7.37013742497	7.0996175528	7.15465199092	7.14929173708	7.53614030976	7.49141839623	6.92544920893	7.09776874783	7.30439168158	7.42045383717	7.13279950326	7.20696675854	7.25456817418	7.19424558954
R3hdm2	5.56557539755	5.00832122151	5.6012647127	5.4424970742	6.14525328332	5.26335928648	4.84364138167	5.65523433352	6.03727919405	6.21294614407	5.02283785272	5.05899836248	5.4187415162	5.16034299304
Inhbc	5.32912240302	5.68994672657	5.50557790503	5.92780553125	5.5962858639	4.94228962061	5.96648032841	5.24831989787	5.71744131277	5.25337323395	5.37852414059	5.43915204142	5.32514024003	5.46238577926
Ddit3	2.61391837378	2.45082155531	2.6865306584	2.80590204467	2.50499733259	2.67133481237	3.31730738282	2.3743054585	1.84490046674	1.84015988854	2.32153583818	2.37801872184	2.6031644012	3.12477037822
Mbd6	3.07627269087	2.79451264639	3.19653110144	3.12045060919	3.95637966048	2.75806405562	3.21259379419	3.6006216418	4.01438835409	3.6100810743	2.40995664843	2.15113658202	3.10312259335	3.18954063361
Dctn2	6.18380115518	6.28328325356	6.02930862038	6.3034687922	6.38391794333	6.42756006655	6.29973875617	6.07647514226	6.34213377557	6.23444492463	6.21090116479	6.31700792797	6.34024127579	6.43455494819
Ttc4	4.47007635571	4.32408657725	4.28059536623	4.29119742498	4.02066878884	4.23993306337	4.01917660221	4.25399310628	4.31970548613	4.269827166	4.14592693725	4.41962541795	4.2406261171	4.21198578014
Pip4k2c	4.52143985633	4.46389820839	4.55517741887	4.52154891751	4.43657932599	4.35623209514	4.29910278744	4.51438279086	4.31182188706	4.56473208713	4.33070989742	4.41356366516	4.41979496279	4.630113225
Hdhd2	4.86295956345	4.80085631822	4.73368909177	4.85074219744	4.76459003226	4.72535989054	4.89167847228	4.67145193781	4.52458308641	4.93054223194	4.81688734638	4.73813781636	4.81291048611	4.58496654115
Agap2	0.779112501133	1.63068784449	-0.224932666998	1.39576334481	0.822523913748	0.333042467765	2.09441236784	0.296395548644	1.15762123791	-0.0081575812955	1.45886624891	0.475976272327	0.8824778343	0.153916723884
Pias2	5.17435036021	4.97616327383	4.94308274444	5.16954515872	5.07045142719	4.84259756583	4.97048003998	4.85023553187	5.29792107024	5.11119859574	5.16815688463	4.74819215473	5.16850690307	4.86226164011
Atp5a1	9.72915645486	9.80105664481	9.56553219959	9.81053814728	9.64801276453	9.93714949365	9.75128772591	9.42297412088	9.63444151928	9.67967297368	9.73790412616	9.72612184618	9.87255775424	9.68077921095
Pstpip2	0.645410224431	0.881495947988	2.72988402398	1.18441366793	2.36255118301	3.22891952472	0.637324689672	2.42201439726	2.39938702699	1.64737743506	2.28511303098	2.90548425441	2.17974387495	1.70917195552
Atp23	2.48191149215	1.86606590742	1.16410962375	1.92251123158	1.00309615939	1.5554348891	1.45567861068	1.97226654556	0.844463352648	1.91784183726	0.784636410092	1.54414777497	1.53899359605	1.36448370982
Usp33	5.88541091976	5.80365330025	5.68767157981	6.07058399704	5.71761106274	5.76674381131	6.09660992355	5.76777337168	5.82659267581	5.97643176907	6.08257706782	5.87823193216	5.94454684598	5.85197641117
Clns1a	4.37680849176	4.60999544933	4.39677038054	4.62347309777	4.34469128773	4.61432857815	4.87460295015	4.31605407441	4.37348920682	4.23976993215	4.36190451902	4.32474861295	4.41557655323	4.3397832692
Paip1	5.5677093649	5.66341365612	5.063988322	5.52014756234	5.27757709187	5.38389883775	5.80384647323	5.49822063455	5.46718077537	5.34375337981	5.41616179796	5.28830887054	5.46438053527	5.67478792061
Nnt	5.99188050358	5.83569225837	6.06135004932	6.57718937583	7.14405120434	5.48654758638	7.0614159768	6.77212897961	7.17239018816	6.84932584699	5.56208410678	6.41280415209	7.1899681068	6.80967742172
Paox	3.70664588585	4.15732722964	4.83235255127	3.90629620979	4.05422937889	4.69429095581	3.84566357472	4.20013928162	4.47022974742	4.30061100764	4.91314744446	4.90479297743	4.48582505482	3.78751399986
Echs1	7.54278399317	7.41867303483	7.47649757301	7.41888334505	7.48833354463	7.81566371377	7.29942080685	7.39391385131	7.49920785857	7.58250431467	7.41770892415	7.73700958769	7.70956482148	7.48943468859
Fuom	3.51454249639	3.37675564576	3.66352068035	3.65226231459	3.11857337681	3.24349088279	3.64775288939	3.16718125601	3.43669385383	3.47210754076	3.60942592549	3.56069895123	3.68282936862	3.36002406163
Zfp511	2.44369216992	2.26942160165	2.12421689662	2.11303313763	2.54983933788	2.319621952	2.58652609014	2.26976042214	2.24301272914	2.24280399224	2.24127481384	2.26324694834	2.33075166305	2.68996962412
Adam8	0.0825046445826	-1.21366128505	0.512032927169	0.371101290572	-0.277011759803	-0.173917520955	0.879818317065	1.73325941038	-0.293040171101	-0.128451815013	0.274441677773	-0.0859026152814	-1.09327461945	-0.117385297933
Tubgcp2	3.56881955737	3.72351187749	3.70016252399	3.41398710342	4.21025406703	3.7924740864	3.49619377042	3.98596745614	3.57485629289	3.89101804919	3.46366723517	3.83011899208	3.74466862244	4.1819806423
Inpp5a	2.93188278154	3.03150244394	3.29563924645	3.16244833643	3.41196783156	2.95475791753	2.80294955368	3.15316266483	3.01923775375	3.42843071236	3.01795011781	3.00285281877	3.10312259335	3.12792151535
Cyp2e1	13.2219291955	13.0673927986	12.4204362711	12.9920241819	12.6621039015	12.6551270966	12.8356258381	12.3046789715	12.7714219301	13.0146887387	12.6387007148	12.3468505388	12.8607338278	12.492533739
Urah	7.38471022606	7.45199763561	7.36752437027	7.48861005239	7.16869287572	7.58202419758	7.57106802753	6.90643007132	7.30637681439	7.22488681997	7.5128464171	7.34951961075	7.47885713193	7.1387013541
Bet1l	3.99601311896	4.16295745137	3.81320246189	4.48178708864	3.88909153069	3.92245087352	4.60516849651	4.16043066529	3.96497615997	3.89873301431	4.19871435161	3.54968595851	4.17226229358	3.95241166902
Ric8a	4.52203607765	4.30206722051	4.36374627995	4.57694677243	4.32785029836	4.12234666402	4.60104650788	4.51585687649	4.19667401447	4.45912189916	4.41838913443	4.54747323562	4.34222063248	4.34912931635
Sirt3	6.19803447923	5.9946750661	5.69188516109	6.04921206087	5.79317309002	6.03625393516	5.78605546885	5.62203117617	5.83827492706	6.03536191237	5.99872813787	5.71997941738	6.09447993344	5.88948531919
Psmd13	5.56548641371	5.89200917467	5.32672982457	5.83617505579	5.61260084437	5.61295392818	5.96625601635	5.53596497282	5.53227058436	5.51163590495	5.66571781935	5.62112777234	5.64098338235	5.48304032018
Ifitm1	1.9969372042	2.09694323491	2.7313010358	2.10617521711	2.07213780382	2.25622687071	2.54644630167	2.64440681859	2.30786387349	1.94581532676	2.2926873867	2.7194881199	1.56999408657	2.15947070039
Ifitm3	7.55589409873	7.65397127456	8.04154603023	7.78938430961	7.80075005696	7.89600280963	8.19582398641	8.01430263737	7.83900879318	7.55135258669	7.86974550468	8.04172083893	7.85267636335	7.72258731711
Sigirr	3.36918189229	3.03426622839	4.39117853229	3.55203928474	3.66606117211	3.72281320843	3.28632418272	3.59347957255	3.65181827471	3.45127403734	3.56543791311	3.82098798033	3.79749631079	3.89191244665
Ptdss2	2.91801060695	2.33813435173	2.32526441556	2.93097281033	2.31935550419	2.49701820288	2.48281474062	3.04213135244	2.6948869966	3.29635346051	2.52466830731	2.64072103466	2.78773734433	2.73199283902
Cdhr5	5.85661006229	5.72671905564	5.96300847772	5.92145003621	5.96457422677	5.89895551448	6.16242596839	5.75021823754	5.97124603094	5.69339147565	6.10118274266	5.86051634451	6.11292576838	5.25705463412
Irf7	5.06215158263	4.98333195959	6.14513194893	4.97050117452	5.36271654435	4.92466869877	5.66463832531	5.90390630077	5.0503676512	4.37865336518	5.12031183544	5.31781957077	4.87788569767	4.8872710645
Hras	4.44611077072	4.78017773032	4.35141670342	4.90328925164	4.69042037774	4.46993866882	4.9184267711	4.33330623864	4.43306443043	4.46951974627	4.6072580888	4.26661379944	4.42400107376	4.8872710645
Lmntd2	-1.31604473191	0.0817945984739	0.592203275853	-0.0945622817771	-0.145767226525	0.333042467765	-1.38867051886	-0.203175460847	-0.293040171101	0.102873731093	0.184243868801	0.165636151715	-0.476603259005	-0.117385297933
Taldo1	6.6344448907	6.663971435	6.28135129763	6.6558655722	6.77930338515	6.64760473303	6.56499684742	6.89485662211	6.48394110191	6.65347802104	6.52868296515	6.66834863768	6.55106238854	6.80804124911
Eps8l2	5.95899618764	5.95327322028	6.32972926768	5.60087482863	6.35843861819	6.53682367195	6.18662805819	5.53998289914	6.60877604835	5.75480772982	6.36115854801	6.67417889688	6.52515982837	6.1402106264
Tmem80	2.84657546891	2.44584816903	2.81737813786	2.05227910655	2.62529156631	2.6334374011	2.72932669054	2.79059258544	2.45828071604	2.29050073427	2.28532999392	2.44064319921	2.57726361297	2.54033354522
Pidd1	1.15526098702	0.184888091438	0.240730905351	1.29448000897	0.75693557212	0.863557184464	0.933257576026	0.961211357054	0.754265543677	1.0204115709	1.29613674887	0.566174081298	1.02220259797	0.639343551055
Rplp2	5.8307067496	6.18932749093	6.14823493049	6.09401949967	5.62430339537	6.18315288761	6.34099347863	5.6351330181	5.93009916679	5.48643723475	6.21658648735	5.99686484489	6.07883947945	6.03826345258
Pnpla2	5.81042509915	5.72885322029	5.10896806956	5.82032110458	5.41148834503	5.4189328892	5.49508357795	5.7929327239	6.00341723627	6.10370838257	5.28125649933	4.77207837985	5.87865206955	5.768626568
Cd151	5.51327439567	5.67000395944	5.30607739564	5.55044760261	5.51678505696	5.45583787517	5.62661780903	5.71711783936	5.2195659894	5.33194887791	5.41851277457	5.21655570875	5.33173701874	5.90472227077
Tspan4	5.28394923424	5.47779674352	4.7009763543	5.64523439803	4.61153436238	4.61542735585	6.14268258373	5.30319710428	4.66580250414	5.02890830261	4.87548984054	4.57228165939	4.68531946533	5.0956669514
Chid1	5.22302946117	5.28560479893	4.94009872775	5.42271341143	5.33342958651	5.37678876716	5.63070792136	5.14072240733	5.2168667609	5.09144060769	5.24004408396	5.23217315411	5.40771859078	5.28018164792
Tmem192	3.14933615306	3.2752743279	2.73147806445	3.14974491599	3.20718776398	3.06197074287	3.02841480907	3.04213135244	2.67043395287	3.12277328853	2.8953834756	2.68165129872	2.72093397364	3.22920485119
Apool	4.42664747329	4.20649034592	3.69108894036	4.26466435453	4.32219266349	4.33637818033	4.22603932525	4.37138544441	4.09927725168	4.19660916936	4.30953234224	4.31294285049	4.12653925778	4.35778905725
Chm	4.34086761069	4.5533192891	4.61876410212	4.47601630078	4.51306517082	4.66296335341	4.28888897458	4.52943059394	4.62979196838	4.37312579121	4.2988258364	4.49044675514	4.605314303	4.40617665812
Crcp	4.47007635571	4.29557388951	3.85442512462	4.48753488525	3.97091575364	4.36931785416	4.22603932525	4.08095060133	4.55161329238	4.56473208713	4.58979711874	4.17641599047	4.41557655323	4.00477328458
Asl	8.72747973272	8.28128518645	8.53582687633	9.00033227865	8.56204202101	8.91703059773	8.58717744915	8.00105836868	8.80200514641	9.06469853424	8.93341045238	8.7901757555	8.9535765457	8.32484324917
Gusb	4.67367229483	4.82874428121	4.39677038054	5.11489108385	4.91375358492	4.41420532066	4.56763963079	5.06167153883	4.62343647334	5.07760697248	4.69968937565	4.72879428212	4.45310541895	5.02604190133
Sumf2	2.9855429147	2.7578613677	2.86575948739	2.73228881591	2.81351910049	3.13902273985	3.00364690392	2.82709972505	3.11295218857	2.68783623181	3.09423370307	2.73784674503	2.52996796933	3.0186476462
Tm9sf2	7.08211593515	7.17357277821	7.16451942209	7.20005846711	6.90194943593	6.95915707515	7.21899604825	7.13144459374	7.11578489131	7.05750088964	7.08530538561	6.93910507962	7.19858675013	6.98716827045
Clybl	5.02704001458	4.75526726901	4.52485696753	4.84179522277	5.06029156097	4.8141691575	4.77577935252	4.7764714772	4.55829244802	5.03623653806	4.5315437534	4.64331347928	4.56779086035	4.81090333459
Farp1	3.78294436272	4.13747873105	3.97146454581	4.17489839322	4.57146214958	4.00021973177	4.59276703011	4.25399310628	4.44031416951	4.27576419101	4.08491594167	4.147488805	4.03600839749	4.28907630717
Dock9	5.31065987448	4.90244634314	4.98080241039	4.65011140752	4.95820470189	4.88876774726	4.41634046273	4.93743397377	4.59123212185	5.35501349582	4.91479617884	5.00760927064	4.88094874561	4.9179352378
Tnrc6c	5.33174072505	5.11644074128	5.21088639442	5.01893184936	5.40347335196	5.43146452101	5.21933222326	5.25738635373	5.38690902125	5.53657507464	5.29209369614	5.22048462871	5.05647250005	5.17056585276
