	dHEP_520_A_NT	dHEP_550_A_NT	F_F_158_NC_NT	dHEP_549_A_NT	F_F_503_A_NT	dHEP_165_NC_NT	F_F_595_A_NT	F_F_523_A_NT	F_F_157_NC_NT	dHEP_518_A_NT	dHEP_164_NC_NT	dHEP_155_NC_NT	F_F_159_NC_NT	F_F_581_A_NT
Hs3st3a1	-0.748676291201	0.225115448819	0.737484150194	0.615778426808	0.518121871446	0.78760833123	-0.142124235816	0.70119235967	-0.12782496623	0.589826412494	-0.182587450649	0.0440868548112	-0.246346771889	-0.587176755905
Atg16l2	3.07627269087	3.2752743279	3.39955819791	3.38963724201	3.30221437137	4.10563197166	4.07373879958	3.30078731776	3.87153159585	3.35361077812	4.04061919316	4.08020067521	3.83588514	3.0960960695
Phf13	1.70025708042	1.73629803245	1.5725744691	1.66286741495	2.07213780382	1.8449415063	1.129177786	2.13851588886	2.48656976047	2.08945321533	0.902472900386	0.651062978885	1.37487421628	1.84481266935
Flrt1	2.62540308574	2.40372269336	2.20292887264	1.5792094859	2.07213780382	3.52652219719	2.16312511793	2.61832364353	2.39998207548	2.74886566521	2.92353451591	1.4525172995	3.06053071663	2.39095592119
Slc38a9	4.06057400451	3.96715203253	3.72704581814	3.77521514081	3.78599803772	3.84024981097	3.85580143595	3.85472292286	3.60096913321	3.85181196693	3.76532293504	3.57162851139	3.87327889745	3.79612317644
Sned1	4.59027741732	4.41908281439	4.56016944821	3.96894066053	4.74569422781	4.84728164475	3.63474614557	3.98754837248	5.01215214473	4.64948242391	4.65421384723	4.99015963214	4.67632082664	3.99330050013
Gjb1	8.40178744771	8.6782604685	8.79439329809	8.6531511875	8.44750209332	9.06762665261	8.52897279488	8.0254773931	8.72803233429	8.10391697001	8.97119849931	8.79134499478	8.8968293444	8.59839922087
Cd300lf	1.90005733568	1.52422209578	1.10740018196	2.41350411211	1.86485695651	1.00106070821	1.48388964073	1.87359591499	1.51596260384	1.82274672851	1.8859717715	1.69490739542	1.33361628557	1.23330702657
Akap10	4.33043215803	4.11154194187	4.16082703976	3.90972507663	4.25251175449	3.7924740864	4.04368156572	4.62359216445	4.49006720471	4.4538947375	3.68537477872	3.86607586986	4.13169174555	4.23652200149
Ccdc88b	1.99270797423	1.55572578681	2.06925043741	1.49040021894	1.86982962853	1.25058030757	1.34172242138	2.70039477647	1.35465808497	2.0622317466	1.01140727194	1.82556071012	1.02220259797	1.79281803172
Angptl8	4.2551907857	3.57957252876	4.72926364339	3.88380770225	3.19485696207	5.24526650768	5.23271539011	5.54894560703	3.62661772058	3.95901102624	4.21588949542	3.74578163614	3.44691801115	5.35218635102
Pygo2	3.53286267959	3.39836945887	3.55767559272	3.65777853828	3.279038049	3.71258128582	3.80653389103	3.41862380805	3.56162046573	3.307988161	3.70982782244	3.44659246555	3.6687197692	3.52845944494
Cdca4	2.04470261187	1.30418701981	2.50169098295	2.14247691552	1.55948950791	1.76797952448	1.81010934525	2.01565914108	2.02888792379	1.88714504004	1.85940417849	1.4525172995	2.34856293917	2.03586096236
Bri3	3.92128257819	4.15650299549	3.35429346417	4.01694603344	3.78599803772	3.42952923236	3.50460342938	3.89577140666	3.67609496601	4.17745528105	3.38273802244	3.3732791644	3.90106373032	4.06196101411
Stx19	0.650788404157	0.753171851013	-0.224932666998	0.722573661073	0.540124183047	0.78760833123	0.50944986712	-0.0167623366161	0.844463352648	0.633388447792	1.41987211729	1.2497004165	0.826129030437	-0.451804337004
Lonp2	8.67173605103	8.93966043136	8.67060655206	8.71967683518	8.98161035444	8.72806082363	8.51123563602	8.56603540905	8.62403349178	8.66299423253	8.60956130718	8.79426395387	8.77287093833	8.77774596979
Gimap6	3.83554844676	3.59837012421	3.97146454581	3.51874484464	3.25548332102	3.39193615682	3.6557236005	3.72347838958	3.20094866957	3.60065166138	3.82623731456	4.00961999576	3.69680231117	3.89807781945
Gpr157	2.00299508365	2.04115261398	1.79214084636	1.24104075001	1.94449710835	2.23636644835	1.17426567553	2.31405678358	2.13991923617	2.52789531894	1.6078654115	1.94871558159	2.19950712977	1.81904957329
A4galt	-1.96812142849	-1.86573798163	-0.529787248526	-1.6795247825	-0.277011759803	-0.962413415761	-0.94121154189	0.666763998589	0.0479967467336	-1.48208876963	-0.863061845977	0.0453419179968	-0.912702373812	0.153916723884
Usp14	5.51108141106	5.59486418071	5.47418529655	5.56160716944	5.57265396711	5.44697752038	5.64274873924	5.4574966997	5.40554875135	5.41810717341	5.42603485644	5.47452120913	5.51454883908	5.51948929143
Rell1	3.19606720341	3.54897745156	4.12556458009	3.41265848803	4.59918942564	3.33677794804	3.30052696825	3.65912200926	3.94472747612	3.22069188637	4.02919963921	4.15963650941	3.54286660519	3.99709661414
Tnrc6b	6.99063840704	6.88005637191	7.08881417756	6.65075189368	7.16869287572	7.15605580249	6.51548510903	6.77291949746	7.31626171117	7.27539384188	6.99699049917	6.84652307243	7.12363287619	6.62965015485
Sstr2	-0.13162016077	0.456190113255	-0.916810371635	1.06770914712	-1.86197426052	-0.0295276116198	0.19629198186	0.611268885997	0.192386656069	-0.404086257627	0.0880285535422	0.276667464103	-0.0459689046753	1.36448370982
Tshz2	4.00260077899	4.01690506773	4.17391279878	3.63724160727	4.17929375785	4.46993866882	3.74808761865	4.01832832785	4.6796524829	4.31088223427	4.35158107575	4.56890387405	4.43237668533	3.74231013001
Ankrd16	4.06057400451	3.662297451	3.87058994405	3.83954978257	3.79419519069	3.69189713165	3.77028336476	4.1311363585	3.71295856952	3.98823116515	3.9815916175	3.70665530485	4.39000374114	3.85435644203
Pcdhb16	-0.15723769495	0.684459100929	0.0266060999984	-0.0945622817771	0.188651812546	0.436135960729	-0.300899112741	-0.306268953811	-1.39257584465	-0.661058910673	-0.0150649394219	0.0453419179968	-0.0459689046753	0.0690278262977
Trappc9	4.24411437781	4.22475255232	4.34564591556	4.0561521157	4.52296363189	4.63072301641	4.32931740049	4.39211417804	4.38126981521	4.36200669924	4.41244191182	4.51895944288	4.19212759941	4.22675753077
Marcksl1	3.25408696389	3.76777626392	3.56762525313	3.47312222751	3.10545787702	3.17061200287	3.59068971508	3.78119388744	2.46341385266	3.38690521822	3.20159111237	3.60392900329	3.12395609677	3.96521159042
Stbd1	6.41989585686	6.65389827121	5.0498614523	6.64304722895	5.76007755893	6.60675174267	6.60465389153	6.11439309466	6.27681543723	6.06137274387	6.54122821847	6.1001526533	6.40975602619	6.26482876092
Ino80c	3.6125409348	3.64431971008	3.83807713053	3.38963724201	3.7272755986	3.68144277401	3.59898108871	3.83062724724	3.7248817369	3.61944925683	3.64367548744	4.09542714943	3.75137884403	3.8795020902
Prrg1	1.24689146248	1.05482755087	1.44883910068	0.557514414803	0.375064936777	1.13274381728	0.361351228131	0.916123467525	0.658050228418	0.392380348288	1.16078489598	0.879331966558	0.977114708438	1.62454654913
Gigyf2	5.86020549793	5.90081932154	5.87546435891	6.05626814549	6.08721046129	5.96466416968	6.06315501273	5.80869953144	6.20621044828	5.99587631999	6.15529043153	5.79799744131	6.04882562865	5.76355350502
Timm8a1	3.12659722877	2.8562595593	2.61425912109	2.93114153673	2.56218002829	2.91568767194	2.83222221935	2.46803981202	3.32926550129	2.68569732106	2.84622878975	3.28439454069	3.02696671448	2.55382997494
Tmem229a	0.509925868317	0.684459100929	0.592203275853	0.642403312389	0.375064936777	1.30607542016	1.56128879864	1.08859066353	0.192386656069	0.705538233548	0.957968012978	0.731233327569	0.0442289042962	1.29142024763
Rgmb	0.779112501133	0.753171851013	1.40511772325	1.29448000897	1.16356083158	1.0044197203	1.17426567553	1.31388297537	1.08547145215	1.45651068571	1.25241537144	0.379760957067	0.8824778343	0.907276756301
Eno4	-0.527548837101	-0.585630062439	-0.916810371635	-1.31695470311	0.188651812546	-0.721405316257	-1.67817713606	-0.668839033196	0.192386656069	-1.48208876963	-1.31052082295	-0.230292524617	0.129117801883	-1.51593467442
Isg20l2	4.14356572214	3.89721822063	4.25551712002	4.18179258172	4.1778534736	4.10320589247	4.26052685861	4.17839434064	4.09753580705	4.02196658016	3.89822342738	3.46944611874	4.05131565028	4.08662586067
Zbtb33	4.1819739858	4.07019315812	4.07721227369	4.21349065158	4.28777285898	4.12890175098	3.70264464789	4.30525319168	4.54490307079	4.53533830213	4.1578255205	4.1401654642	4.14367713913	3.48815808021
Ldlrad3	2.8318539632	2.22172485962	3.27149315912	2.40793805875	3.09222204986	2.23636644835	2.07076109978	3.43469857091	3.03847397262	3.31952978288	2.48743540111	2.59859555899	2.67931488444	2.77282655653
Arf1	7.23470205348	7.56202381071	7.35895600037	7.44422712847	7.49526353413	7.47335153816	7.5228576558	7.37737552179	7.34261749563	7.29525788139	7.45676078303	7.43279736974	7.4625926506	7.46990726258
Gm4737	9.78342382607	9.51372548399	9.40610750248	9.9273285175	9.37614552863	9.72245950088	9.64666721264	9.06518181233	9.75175099907	10.1101585342	9.62122937812	9.27550022913	9.74472116719	9.27974639216
Taf13	3.59973688901	3.48172520536	3.20929839751	3.58136115676	3.25548332102	3.28233528853	3.49619377042	3.5048975822	3.34696369318	3.307988161	3.57434346633	3.26647927615	3.58854942052	3.51247374076
4632415L05Rik	1.79437925779	0.612309315173	1.11067036479	1.00497339177	0.885259669096	0.93570697022	1.129177786	1.16766223452	1.00952259892	1.18087624309	0.439500924044	1.01363305827	1.02220259797	0.697059048911
Rbm15	4.67367229483	4.48425403167	4.59463820477	4.62425596568	4.63673250685	4.78516928578	4.88491318419	4.82301406313	4.72784719537	4.59828464684	4.49449015864	4.29985709148	4.81841696242	4.81416735191
Arid4a	4.9022432911	4.84063469226	5.16246926537	5.05033869598	4.79623722223	4.98116698918	4.57606415132	4.77962146762	4.8471931454	4.9044922836	5.05818404261	5.15295701764	4.67049103406	4.90880422605
Entpd1	3.60390201653	3.90810767824	3.86253017425	3.84851065014	3.63900984756	3.42990400702	3.91676945324	4.17963487619	3.25128034512	3.36479451662	3.47322154189	3.97710718224	3.71064121864	3.78285692167
Col6a3	4.61898634407	4.99401863839	4.06574449391	4.22392672914	4.64582037967	4.65763974943	4.48057278983	5.23919610435	4.21369716231	4.26386560777	4.38233240072	4.40136321155	4.07931956876	4.7268063923
Kmt2d	5.92062182041	5.58782662997	6.35069661604	5.94043313958	6.99911264547	5.85544236573	5.59172874648	6.45887284824	7.06392525289	6.86516348162	5.7624034837	5.62375563289	5.99913017196	5.3876733372
Selplg	2.02438806034	1.80878723593	2.48372755795	1.70886158869	1.96235718373	1.56274431596	1.81010934525	2.95565183171	2.24632546318	1.83180200619	1.89339217778	2.03811034877	1.69164808211	2.01536171066
Mcmbp	5.10257456218	4.90622303389	5.16574811914	5.08107637086	5.13641468957	5.09582435374	5.38910782326	5.18082669372	5.20308125687	5.13098443785	5.08335711382	4.94174013979	5.02912201191	5.08667984466
Tmem81	1.24689146248	0.941616940426	1.11067036479	1.49040021894	0.945380661533	1.68667942238	0.933257576026	0.493432395703	1.29192232962	1.23062927829	1.11269060778	0.948044716642	0.781194498462	0.805993420464
Asb8	4.29330192744	4.41701951597	4.19332154496	4.50464214152	4.06198984844	4.26815293702	4.55064155444	4.17963487619	4.38878386887	4.34516570987	4.41244191182	4.18355805971	4.39857847688	4.33069539637
Bend7	3.65497620112	3.45102840814	3.53756801928	3.584582658	3.29067274949	3.25763506511	3.68717323912	3.22886239096	3.80569378248	3.47210754076	3.48271299086	3.08402238616	3.70373835838	3.52845944494
Muc6	-0.383158927766	-0.425165390246	-0.224932666998	-0.399416863306	-0.277011759803	-0.334382193148	0.19629198186	-0.668839033196	0.0479967467336	0.477269245875	0.35933057536	0.807182180802	-0.607847792283	-1.27492657492
Cracr2b	0.896948991427	1.66068859694	1.0551752522	1.74193898594	0.663378751059	1.62342318074	1.34172242138	1.38178703987	1.41477907741	1.07590668349	1.42736255789	0.953402921653	1.4755682159	1.60809261707
Nags	5.75157051971	5.52230391237	5.89886357707	5.77168632933	5.22108710909	5.94355880894	5.90375988198	5.23208526298	5.65337878869	5.5939429283	5.86772300612	5.7064073978	5.59122622647	5.70671534803
Amigo2	3.27437219891	3.69759450312	3.01937453077	3.1351721149	2.12508668377	2.6334374011	3.31680478918	3.22886239096	2.64555928423	3.16176742015	2.46845229774	2.57706239744	2.94820201652	3.19955938944
Mfap1b	4.54075991947	4.13187702502	4.08034304804	4.52306085377	3.88863224431	4.36350934351	4.48241144651	3.84807661633	4.19375999748	4.0158074095	4.53391961351	4.02989164313	4.26399585623	3.95702564701
Fbxo10	-0.251914394488	1.25764443387	0.137637412387	0.467316605831	0.188651812546	0.333042467765	0.361351228131	0.224245762888	0.443925423065	0.557439594559	-0.246390485528	0.379760957067	0.727755239501	0.234087072568
Rnf149	5.89487893693	5.93277547847	5.93697420513	6.0457294738	5.88085965284	5.97422452324	5.8588427643	5.78434927635	6.14261064544	5.77852241267	6.10275321585	6.06967701645	6.16371084695	5.97618070625
Crebrf	6.1895864062	6.15583692396	6.0038860235	5.51734076176	6.04749027875	6.27251285282	5.55384398648	6.05323659889	6.28690425485	6.43345868811	5.70679376235	5.58382609966	6.27886492139	5.97227064489
Dip2c	5.3264993204	5.49557921444	5.36146036933	5.55341001647	5.59862790182	5.52506124006	5.35034290395	5.28646491259	5.53647116461	5.49391837475	5.52581649284	5.52318815633	5.61730225023	5.48304032018
Rbm33	6.17653681434	6.18876943637	6.37781037726	6.34046299968	6.62356757283	6.65697291556	6.15541577461	6.01499107205	6.89216564828	6.65347802104	6.53325750736	6.24373357474	6.63509944148	6.13511701676
Syngr2	5.91006089119	5.84746685007	5.69669861433	5.86279960672	5.58215322804	5.91207060595	5.77094398984	5.67604017632	5.76729549213	5.78157167008	5.81964253141	5.69037687246	5.69579381042	5.80017814729
Sacs	3.66331550203	3.86218247293	2.7664542027	3.73712196964	2.51057990743	3.5837795148	3.58235041417	3.79993045002	3.11295218857	4.16496985219	3.52006640535	2.64072103466	3.36177855867	3.41265099228
Zfp738	3.44194826327	3.40777790807	3.3066121783	3.0552235413	2.73904302099	2.90476421661	3.06753826585	3.4133607082	2.97659147984	2.95797752414	3.36611587061	3.11363886693	3.4302873366	3.20970734482
Frmd6	2.80195247749	2.56531183564	2.69563286551	2.54654329698	3.25548332102	2.81655970493	2.31176919928	3.6006216418	2.99974157813	2.71430844318	2.79228998264	2.90548425441	2.76138601738	3.3420463207
Ankrd46	5.5677093649	5.46773686708	5.08145457699	5.43347315086	5.31223809932	5.0639842743	5.46364617751	5.28202925947	5.15100841484	5.21989146659	5.15930596705	5.17103613946	5.26544983142	5.15777591934
Pskh1	5.38817332547	5.39702804079	5.41479563715	5.17311618787	5.14605411323	5.29754378654	5.16731291489	5.18558414252	5.34503366608	5.32955351083	5.41368293989	5.33395726745	5.38461853503	5.22062100497
Ckap2l	0.3538066664	-0.338238634358	0.336946220611	-0.0945622817771	0.188651812546	-0.51495443879	-1.67817713606	1.00493273448	-0.740499148073	0.392380348288	-0.682489600335	0.0453419179968	-1.30194673684	1.13315816372
Ric3	0.3538066664	0.753171851013	0.874603006553	0.939385050146	-0.0254729928071	0.699170366563	0.00987885762932	-0.0167623366161	1.47249457526	0.633388447792	1.15936515333	1.01363305827	1.59855728461	1.0907228974
Lhfp	2.80195247749	3.37675564576	3.17065246962	3.06001475533	3.0380299495	3.25763506511	2.56975037739	3.41051875842	2.93962058569	3.24885303691	3.11879080731	3.29656702154	3.13426110516	3.38657748067
Coa7	4.05424638454	4.26648631063	4.13429396931	4.02487294921	4.08221487651	3.78272610985	4.21529294379	3.83062724724	4.06216407866	4.065662652	4.10349167093	3.77444539439	4.07397624769	3.97007754332
Omd	3.11326689835	2.17239714725	-0.224932666998	2.50180498222	2.31935550419	2.319621952	1.08263520006	2.0987148808	1.90859369007	2.48753758133	1.41987211729	1.4044230113	2.13938613734	1.56379251805
Pdp2	5.66850319206	5.41304332134	5.21405715403	5.18377654456	5.55346572029	5.4094622094	5.65074706903	5.60151191954	6.02527667023	6.12359650969	5.09268491597	5.48322965634	5.91646070715	5.43296344771
F2r	5.50413423051	5.93146032539	4.50428342756	5.99391049654	5.61028139847	5.76179034707	5.82873646898	5.58179776751	5.17727976368	5.2168087837	5.66363299957	5.42716696696	5.41663231254	5.81172003149
Socs4	4.90927226988	4.81675505675	4.62830261648	4.8282698577	4.84044582175	4.75058247425	4.78670891267	4.87400859363	5.02648142608	4.83381553763	4.87930373593	4.42566180768	4.91122677278	4.3352464886
Fam171b	1.24689146248	2.14708605873	2.25311462981	1.24104075001	2.12508668377	2.0859496058	0.643750958831	2.25172649931	1.22633398799	1.61477276962	1.85940417849	2.55520296348	1.56969039327	1.39967313829
Zfp407	4.92669633482	5.10662645145	5.10896806956	5.07726978543	5.33489128374	4.93790452592	5.06029048328	4.91755400313	5.15542032971	4.96453507271	5.33202322936	5.21700825344	5.16096666792	4.93602569478
Ranbp3l	0.582075654073	0.281103406697	-0.369322576333	-0.0945622817771	-0.762438586973	-0.173917520955	-1.38867051886	-1.15426586037	-0.11246792546	0.392380348288	-0.522024928142	-1.01878841942	-1.29972549692	-0.727438779617
Timm29	5.24980165951	5.30561755542	4.88060174717	5.48034655428	5.18734533341	4.9679368578	5.36142433582	5.07434763224	5.19053916749	5.20129578433	5.32939536882	5.00752878332	5.04965611347	4.85910475692
Nupl2	1.91102417664	2.19727181589	1.98266275241	2.30753616179	2.42870290038	2.29240048327	2.61950341258	2.42265932129	2.3392280444	1.97734284901	2.36959891081	2.15113658202	2.40071422122	2.42551314322
Cyp4f16	1.08747089748	1.36253100604	1.73994999508	0.65879775064	1.49778784765	1.11109525397	0.580174276894	1.90762551786	1.63245294984	0.810038547726	1.46194072006	1.21219705747	0.809249229174	2.37371585333
Ccdc57	2.44369216992	1.98511857906	2.17716577657	1.74193898594	1.6344515656	1.13274381728	1.94631372885	2.35669605891	1.08547145215	2.99903792011	1.60508698976	1.5878691524	0.727755239501	1.39967313829
Mypop	0.664811470295	0.808464377019	0.999813254112	0.60735636529	0.473900952195	0.682491625416	1.54077620131	0.880888803942	0.521441892767	-0.390482955827	1.17584251515	0.776525159569	0.566041078403	1.3100359258
Bdnf	1.15526098702	1.25764443387	-1.15781847114	1.06770914712	0.284867127805	0.707437982546	0.437300081364	1.2426242922	0.0479967467336	0.774250983632	0.784636410092	0.807182180802	0.42609953964	0.955371044502
Fitm2	7.01446477785	6.85193844143	5.68538883401	6.74253998367	6.33839893205	5.95644982151	6.8449491579	6.77370958239	6.23782130561	6.81304239676	5.97572188242	5.75180039765	6.22323319965	6.88222599264
8430408G22Rik	5.97019797346	6.17474745194	7.04852993855	4.55477944708	6.98664867991	5.91242825091	5.77669331836	6.2328898573	6.68194794089	6.06309023817	5.00648059086	7.04387103083	6.71021075614	6.85475273238
Nrip1	5.1655712558	4.86023682862	5.98915512292	4.94983183758	5.38730853253	4.84728164475	4.90845418503	5.42165150075	5.04086056545	5.47081422374	4.87209925134	5.44213281735	5.22985522064	5.02885417326
Tyw5	2.46235501855	2.82723114559	2.65719795415	2.52948289421	2.35281666029	2.90566270019	2.77789886738	2.37680363236	2.81954876699	2.28085056424	2.13621662611	2.49240357641	2.5846469971	2.95241166902
Mmgt2	-0.868585754936	-0.425165390246	0.512032927169	-0.0945622817771	-0.581866341331	-0.721405316257	0.50944986712	0.0681265609704	0.443925423065	-0.259696348291	-0.0150649394219	-0.777780319919	0.357386789556	-0.727438779617
Cd300e	1.52830439763	1.63068784449	1.40511772325	2.28130462022	1.11203053094	-0.0295276116198	1.17426567553	1.83366130733	0.844463352648	1.53781078781	1.11269060778	1.4044230113	1.37487421628	1.25345239744
Cxcr6	1.5995630808	1.47665421582	1.92190872133	1.66286741495	1.55948950791	1.68667942238	1.83839838968	1.9275282308	2.17510866464	2.3366709157	1.49683409911	1.93117089808	1.79425065129	1.76610069334
Jaml	0.3538066664	0.456190113255	-0.710359494168	1.29448000897	0.76028678162	-0.0295276116198	-0.204245947724	0.0681265609704	0.443925423065	0.88403912917	-0.0150649394219	0.451570959658	-0.0459689046753	-1.06847569745
Phldb1	3.58646742319	3.662297451	3.0901090423	2.82600325073	3.84242347119	2.89103792089	3.27601917433	4.05518750526	2.89810131625	3.84384125582	2.95114674712	2.76018470126	2.59229182221	4.17691854925
Tob2	5.1456802596	4.39584656027	5.0106485261	5.13498902016	5.6190985963	4.96250702956	4.49521684616	4.94530988749	5.80437398313	5.90151953196	4.12286355815	4.51477492879	4.88818230371	4.5734556154
Thnsl1	2.65915187709	2.06837408271	2.25311462981	2.14247691552	2.53034316225	2.20751158568	1.380716553	2.68703639361	2.45828071604	2.69671438316	1.70578098938	2.02957460214	2.40071422122	2.16418505934
Mlec	7.1052550846	7.27198509142	6.61096735252	7.17356194565	7.65118934205	7.03604880292	7.80407061601	7.95860799688	7.00525155952	7.29744820829	7.46456564415	7.08449938899	6.96309214157	7.31609222572
E130311K13Rik	2.38439498623	1.76985059216	2.06925043741	1.66286741495	2.04491633508	1.68667942238	1.380716553	2.43868943111	2.06685577398	1.72302566028	2.05022652083	2.59859555899	2.33075166305	2.20454279695
Myof	3.49598667736	3.47156533914	2.39397716565	3.20660725294	3.01015091692	2.85427937088	3.30671597155	4.12123789743	2.56825355807	2.87936768945	2.85209937787	3.17283165312	2.43446301257	3.860684062
Gm6377	0.0825046445826	0.941616940426	1.38814989797	0.84080765962	1.11203053094	0.316922802402	0.268761620193	1.0473680008	0.68173385261	0.633388447792	-0.377635018807	0.807182180802	0.2852370038	0.639343551055
Exd1	1.85388026953	1.95626371639	2.62115464955	1.92251123158	2.53034316225	1.72790208511	1.62763129347	2.37347177166	1.47249457526	2.0578282482	2.32807964138	2.11752230141	2.34856293917	1.36448370982
Lemd3	3.47718908191	3.75735964798	3.74469368396	3.71769143969	3.83449655541	3.9135453203	4.01917660221	3.91898312166	4.02407090749	3.7700509951	3.818762194	3.65620628216	3.90972786871	3.84161733019
Rhno1	1.15526098702	1.20955014567	1.21563992439	1.49040021894	1.6705208203	1.76797952448	1.129177786	1.95007079945	0.929352250235	1.75737716507	1.63943849455	1.75059865244	1.50762942514	1.59448931527
Tpcn2	1.70025708042	1.76985059216	2.20292887264	1.70294485432	1.70571024877	1.76797952448	1.45567861068	2.30516575827	1.41477907741	2.08945321533	1.67299105426	1.86162996482	1.59974762712	1.53242834714
Mex3d	-0.251914394488	0.184888091438	0.336946220611	-0.0945622817771	-0.421401669138	0.101716921658	0.361351228131	-0.18832769644	0.569840972539	0.902575080607	-0.682489600335	-1.30829503662	-0.752237701619	0.153916723884
Ccdc6	4.99436149308	5.04971462748	4.89252491455	4.97868670025	5.22700322133	4.79974208687	5.22201880698	5.05128305081	5.34889114175	5.06051322937	4.87930373593	4.94174013979	4.88705540041	4.90268461967
Lurap1l	5.52258621717	5.94069656078	5.59342125401	6.22993975677	5.94261775924	5.98860631711	5.87214212079	5.21613094416	6.44482682581	5.78781711291	6.12713668673	5.64977428292	6.22323319965	5.50340332642
Tprn	0.896948991427	0.612309315173	1.16410962375	1.06770914712	1.21331386678	0.863557184464	1.45567861068	0.666763998589	1.35465808497	0.705538233548	0.274441677773	0.379760957067	0.614544629053	0.907276756301
Tbc1d12	3.60390201653	3.72351187749	3.77935469141	3.6679384045	3.65710030454	3.69189713165	3.6557236005	3.46632055009	3.96497615997	3.81966144332	3.7259025853	3.68668688862	3.77132425444	3.84161733019
Zfp454	-0.688013509295	0.281103406697	0.240730905351	-0.238952191112	-0.0254729928071	0.101716921658	0.984787876666	0.148296909654	-0.11246792546	-0.0081575812955	-0.0150649394219	0.379760957067	0.0442289042962	-0.727438779617
Ggnbp1	3.6725986459	3.59584670401	3.18894505772	3.71455812495	3.85125021371	3.66710217022	3.83965844657	3.81068719253	3.47673156815	4.10167098401	3.86899022732	3.75712409011	3.69923372267	3.94683155534
Klhl11	3.51454249639	3.26354503531	3.35429346417	3.43793279905	3.30221437137	3.36605752499	3.57396262867	3.28313945194	3.36231165751	3.54274308335	3.45404923261	3.25648958217	3.32626427206	3.16929194977
Mcat	3.9284272229	4.23078894205	4.11406894125	4.13882913851	3.86594619404	4.22561339206	4.14341970858	3.64964997772	3.92419054512	3.95161257392	4.1578255205	4.40136321155	4.14194184224	4.3711474401
Foxo3	6.54250147186	6.22248237869	5.79107965099	6.44311835805	6.83499326571	6.9118693917	6.10972542334	6.29474518235	6.71967747189	6.95022113027	6.69101532099	6.35229516892	6.3765028468	6.58735313399
Rpl29	6.08464843802	6.40945535227	6.4295465198	6.36724065153	6.30132318888	6.22018860216	6.39961180331	6.16074478579	6.24551868508	6.0808489661	6.35367754634	6.30579310427	6.34854081177	6.41408221079
Tmem53	3.9004806824	3.53147824056	4.26233315984	3.79389106557	3.50559649992	3.50296746921	3.38551753926	3.5048975822	3.50742836537	3.62875699906	3.55647704554	4.1401654642	3.86092169093	4.02744872255
P2ry6	1.10716669882	0.81876019264	0.937338761901	1.53548810847	1.35303863045	0.78760833123	1.62763129347	1.90462782869	0.323631189347	1.12934594245	0.902472900386	0.731233327569	0.781194498462	0.955371044502
Insc	3.17289088104	3.55090877051	4.3045908473	3.90113758079	4.47787574236	3.7530806481	4.6774186716	3.46632055009	4.05273466574	3.17453471622	4.46126873913	5.13464845923	3.72434863806	3.77617776603
Dcun1d3	4.30933203726	4.54365295451	3.85442512462	5.21182496221	4.34469128773	4.04983017999	4.68522759481	4.6059550861	4.46895421756	4.50027107124	4.30418902117	3.83011899208	4.06861306292	4.27493212485
Cfap100	-0.527548837101	0.371301215669	-4.61725008978	0.156976485219	-0.581866341331	0.333042467765	0.19629198186	-0.813228942531	-0.499491048569	0.477269245875	0.184243868801	-0.571329442452	-0.912702373812	-1.06847569745
Cyb561d1	2.62540308574	2.01340762349	2.371434597	2.43198353272	2.201035537	2.26465549278	1.8933648489	2.88721077561	2.45828071604	2.54765857377	2.21873224519	2.57706239744	2.77462184454	2.52447959402
Cep120	4.48426691315	4.42756943532	4.58487373405	4.297755141	4.59511341764	4.64155004689	4.40219628041	4.40848536126	4.85806095605	4.83381553763	4.39243888717	4.62244230095	4.55250388245	4.46134524908
Dact2	3.14933615306	2.77811820814	3.10384909893	2.87944250969	2.8305167045	3.15558379364	3.01608400716	3.45847979687	2.89810131625	3.34233966579	3.20159111237	2.95640818958	2.72093397364	3.36892961486
Vps37c	2.88985956664	3.37675564576	3.38837445942	3.42600963167	3.13157071734	3.3529420252	3.82078284677	3.53503330017	3.521168422	3.08269584916	3.73387329641	3.34832844923	3.47961504897	3.51247374076
Slc39a9	5.60498471454	5.26383943283	5.44209437105	5.55524475753	5.91092938492	5.33471128813	4.9800343467	5.8329033903	5.77803599091	5.91565715857	5.31501535123	5.37368513073	5.47714783135	5.3876733372
Slc25a47	9.36351533739	8.87657145445	8.8515012142	8.72363944818	9.15989803643	8.90500573906	8.64987440836	8.97218050441	9.40797743411	9.67251840368	8.58084864998	9.26356292462	9.55903260301	9.37591805561
Arhgap30	3.14933615306	3.52166395073	3.22195369832	3.12045060919	3.09222204986	2.717706318	3.20174641195	3.8606844811	2.54153621969	3.17453471622	2.9374066905	3.33556115316	2.34856293917	3.20950904985
Phf3	6.62449578069	6.63165768519	6.60071972135	6.66932980748	6.69463032431	6.62800351505	6.76029130963	6.51321000641	6.91762143294	6.7512646044	6.66728986472	6.50203380793	6.66663575037	6.78372294508
Hexim1	5.14487650487	4.95078858632	5.15918294267	5.18377654456	5.03630320478	5.41578289877	5.17842130502	4.75742572151	5.2533398673	4.90831906314	5.22298589458	5.18533806616	5.16096666792	5.18071678323
Zfp710	4.07314658988	4.22475255232	4.24383681622	3.99290055947	4.19794955713	3.94009873934	4.07967582458	4.60949979314	3.9849445762	4.23368260227	4.07239790183	3.68668688862	3.97997436258	4.32612990192
